Date,Name,Adj Close,Close,High,Low,Open,Volume
4/29/2020,MSFT,176.9372101,177.4299927,177.6799927,171.8800049,173.2200012,51286600
4/30/2020,MSFT,178.7122803,179.2100067,180.3999939,176.2299957,180,53661300
5/1/2020,MSFT,174.0851746,174.5700073,178.6399994,174.0099945,175.8000031,39370500
5/4/2020,MSFT,178.3432922,178.8399963,179,173.8000031,174.4900055,30372900
5/5/2020,MSFT,180.2579651,180.7599945,183.6499939,179.8999939,180.6199951,36839200
5/6/2020,MSFT,182.03302,182.5399933,184.1999969,181.6300049,182.0800018,32139300
5/7/2020,MSFT,183.0900879,183.6000061,184.5500031,182.5800018,184.1699982,28316000
5/8/2020,MSFT,184.1670685,184.6799927,185,183.3600006,184.9799957,30912600
5/11/2020,MSFT,186.2213593,186.7400055,187.5099945,182.8500061,183.1499939,30892700
5/12/2020,MSFT,182.0030975,182.5099945,187.0399933,182.3000031,186.8000031,32038200
5/13/2020,MSFT,179.2507782,179.75,184.0500031,176.5399933,182.5500031,44711500
5/14/2020,MSFT,180.0286102,180.5299988,180.6900024,175.6799927,177.5399933,41873900
5/15/2020,MSFT,182.6513062,183.1600037,187.0599976,177,179.0599976,46610400
5/18/2020,MSFT,184.3964386,184.9100037,186.1999969,183.9600067,185.75,35306600
5/19/2020,MSFT,183.1199951,183.6300049,186.6000061,183.4900055,185.0299988,26799100
5/20/2020,MSFT,185.6600037,185.6600037,185.8500061,183.9400024,184.8099976,31261300
5/21/2020,MSFT,183.4299927,183.4299927,186.6699982,183.2899933,185.3999939,29119500
5/22/2020,MSFT,183.5099945,183.5099945,184.4600067,182.5399933,183.1900024,20826900
5/26/2020,MSFT,181.5700073,181.5700073,186.5,181.1000061,186.3399963,36073600
5/27/2020,MSFT,181.8099976,181.8099976,181.9900055,176.6000061,180.1999969,39517100
5/28/2020,MSFT,181.3999939,181.3999939,184.1499939,180.3800049,180.7400055,33810200
5/29/2020,MSFT,183.25,183.25,184.2700043,180.4100037,182.7299957,42146700
6/1/2020,MSFT,182.8300018,182.8300018,183,181.4600067,182.5399933,22622400
6/2/2020,MSFT,184.9100037,184.9100037,185,181.3500061,184.25,30794600
6/3/2020,MSFT,185.3600006,185.3600006,185.9400024,183.5800018,184.8200073,27311000
6/4/2020,MSFT,182.9199982,182.9199982,185.8399963,182.3000031,184.3000031,28761800
6/5/2020,MSFT,187.1999969,187.1999969,187.7299957,182.0099945,182.6199951,39893600
6/8/2020,MSFT,188.3600006,188.3600006,188.5500031,184.4400024,185.9400024,33211600
6/9/2020,MSFT,189.8000031,189.8000031,190.6999969,187.2599945,188,29783900
6/10/2020,MSFT,196.8399963,196.8399963,198.5200043,191.0099945,191.1300049,43872300
6/11/2020,MSFT,186.2700043,186.2700043,195.7599945,186.0700073,193.1300049,52854700
6/12/2020,MSFT,187.7400055,187.7400055,191.7200012,185.1799927,190.5399933,43345700
6/15/2020,MSFT,188.9400024,188.9400024,190.8200073,184.0099945,184.5800018,32770200
6/16/2020,MSFT,193.5700073,193.5700073,195.5800018,191.4600067,192.8899994,42556700
6/17/2020,MSFT,194.2400055,194.2400055,196.3200073,193.6900024,195.0299988,25655900
6/18/2020,MSFT,196.3200073,196.3200073,196.4900055,194,194,23061600
6/19/2020,MSFT,195.1499939,195.1499939,199.2899933,194.3699951,198.5899963,44441100
6/22/2020,MSFT,200.5700073,200.5700073,200.7599945,195.2299957,195.7899933,32818900
6/23/2020,MSFT,201.9100037,201.9100037,203.9499969,201.4299927,202.0899963,30917400
6/24/2020,MSFT,197.8399963,197.8399963,203.25,196.5599976,201.6000061,36740600
6/25/2020,MSFT,200.3399963,200.3399963,200.6100006,195.4700012,197.8000031,27803900
6/26/2020,MSFT,196.3300018,196.3300018,199.8899994,194.8800049,199.7299957,54675800
6/29/2020,MSFT,198.4400024,198.4400024,198.5299988,193.5500031,195.7799988,26701600
6/30/2020,MSFT,203.5099945,203.5099945,204.3999939,197.7400055,197.8800049,34310300
7/1/2020,MSFT,204.6999969,204.6999969,206.3500061,201.7700043,203.1399994,32061200
7/2/2020,MSFT,206.2599945,206.2599945,208.0200043,205,205.6799927,29315800
7/6/2020,MSFT,210.6999969,210.6999969,211.1300049,208.0899963,208.8300018,31897600
7/7/2020,MSFT,208.25,208.25,214.6699982,207.9900055,210.4499969,33600700
7/8/2020,MSFT,212.8300018,212.8300018,213.2599945,208.6900024,210.0700073,33600000
7/9/2020,MSFT,214.3200073,214.3200073,216.3800049,211.4700012,216.3300018,33121700
7/10/2020,MSFT,213.6699982,213.6699982,214.0800018,211.0800018,213.6199951,26177600
7/13/2020,MSFT,207.0700073,207.0700073,215.8000031,206.5,214.4799957,38135600
7/14/2020,MSFT,208.3500061,208.3500061,208.8500061,202.0299988,206.1300049,37591800
7/15/2020,MSFT,208.0399933,208.0399933,211.3300018,205.0299988,209.5599976,32179400
7/16/2020,MSFT,203.9199982,203.9199982,205.6999969,202.3099976,205.3999939,29940700
7/17/2020,MSFT,202.8800049,202.8800049,205.0399933,201.3899994,204.4700012,31635300
7/20/2020,MSFT,211.6000061,211.6000061,212.3000031,203.0099945,205,36884800
7/21/2020,MSFT,208.75,208.75,213.9400024,208.0299988,213.6600037,38105800
7/22/2020,MSFT,211.75,211.75,212.3000031,208.3899994,209.1999969,49605700
7/23/2020,MSFT,202.5399933,202.5399933,210.9199982,202.1499939,207.1900024,67457000
7/24/2020,MSFT,201.3000031,201.3000031,202.8600006,197.5099945,200.4199982,39827000
7/27/2020,MSFT,203.8500061,203.8500061,203.9700012,200.8600006,201.4700012,30160900
7/28/2020,MSFT,202.0200043,202.0200043,204.6999969,201.7400055,203.6100006,23251400
7/29/2020,MSFT,204.0599976,204.0599976,204.6499939,202.0099945,202.5,19632600
7/30/2020,MSFT,203.8999939,203.8999939,204.4600067,199.5700073,201,25079600
7/31/2020,MSFT,205.0099945,205.0099945,205.1000061,199.0099945,204.3999939,51248000
1/2/2020,GOOG,1367.369995,1367.369995,1368.140015,1341.550049,1341.550049,1406600
1/3/2020,GOOG,1360.660034,1360.660034,1372.5,1345.543945,1347.859985,1186400
1/6/2020,GOOG,1394.209961,1394.209961,1396.5,1350,1350,1732300
1/7/2020,GOOG,1393.339966,1393.339966,1402.98999,1390.380005,1397.939941,1502700
1/8/2020,GOOG,1404.319946,1404.319946,1411.579956,1390.839966,1392.079956,1528000
1/9/2020,GOOG,1419.829956,1419.829956,1427.329956,1410.27002,1420.569946,1500900
1/10/2020,GOOG,1429.72998,1429.72998,1434.928955,1418.349976,1427.560059,1820700
1/13/2020,GOOG,1439.22998,1439.22998,1440.52002,1426.02002,1436.130005,1652300
1/14/2020,GOOG,1430.880005,1430.880005,1441.800049,1428.369995,1439.01001,1558900
1/15/2020,GOOG,1439.199951,1439.199951,1441.39502,1430.209961,1430.209961,1282700
1/16/2020,GOOG,1451.699951,1451.699951,1451.98999,1440.920044,1447.439941,1173700
1/17/2020,GOOG,1480.390015,1480.390015,1481.295044,1458.219971,1462.910034,2396200
1/21/2020,GOOG,1484.400024,1484.400024,1491.849976,1471.199951,1479.119995,2036700
1/22/2020,GOOG,1485.949951,1485.949951,1503.213989,1484.930054,1491,1610800
1/23/2020,GOOG,1486.650024,1486.650024,1495.52002,1482.099976,1487.640015,1351200
1/24/2020,GOOG,1466.709961,1466.709961,1495.494995,1465.25,1493.589966,1784600
1/27/2020,GOOG,1433.900024,1433.900024,1438.069946,1421.199951,1431,1755200
1/28/2020,GOOG,1452.560059,1452.560059,1456,1432.469971,1443,1577400
1/29/2020,GOOG,1458.630005,1458.630005,1465.430054,1446.73999,1458.800049,1077700
1/30/2020,GOOG,1455.839966,1455.839966,1457.280029,1436.400024,1439.959961,1339400
1/31/2020,GOOG,1434.22998,1434.22998,1470.130005,1428.530029,1468.900024,2417200
2/3/2020,GOOG,1485.939941,1485.939941,1490,1458.98999,1462,3055200
2/4/2020,GOOG,1447.069946,1447.069946,1469.5,1426.300049,1457.069946,3933000
2/5/2020,GOOG,1448.22998,1448.22998,1463.839966,1430.560059,1462.420044,1986200
2/6/2020,GOOG,1476.22998,1476.22998,1482,1449.569946,1450.329956,1679400
2/7/2020,GOOG,1479.22998,1479.22998,1485.839966,1466.349976,1467.300049,1171300
2/10/2020,GOOG,1508.680054,1508.680054,1509.5,1474.319946,1474.319946,1419900
2/11/2020,GOOG,1508.790039,1508.790039,1529.630005,1505.637939,1511.810059,1344600
2/12/2020,GOOG,1518.27002,1518.27002,1520.694946,1508.109985,1514.47998,1167600
2/13/2020,GOOG,1514.660034,1514.660034,1527.180054,1504.599976,1512.689941,929500
2/14/2020,GOOG,1520.73999,1520.73999,1520.73999,1507.339966,1515.599976,1197800
2/18/2020,GOOG,1519.670044,1519.670044,1531.630005,1512.589966,1515,1120700
2/19/2020,GOOG,1526.689941,1526.689941,1532.105957,1521.400024,1525.069946,949300
2/20/2020,GOOG,1518.150024,1518.150024,1529.640015,1506.819946,1522,1096600
2/21/2020,GOOG,1485.109985,1485.109985,1512.214966,1480.439941,1508.030029,1731700
2/24/2020,GOOG,1421.589966,1421.589966,1436.969971,1411.390015,1426.109985,2867100
2/25/2020,GOOG,1388.449951,1388.449951,1438.140015,1382.400024,1433,2478300
2/26/2020,GOOG,1393.180054,1393.180054,1415.699951,1379,1396.140015,2202400
2/27/2020,GOOG,1318.089966,1318.089966,1371.703979,1317.170044,1362.060059,2971100
2/28/2020,GOOG,1339.329956,1339.329956,1341.140015,1271,1277.5,3790600
3/2/2020,GOOG,1389.109985,1389.109985,1390.869995,1326.814941,1351.609985,2431500
3/3/2020,GOOG,1341.390015,1341.390015,1410.150024,1332,1399.420044,2402300
3/4/2020,GOOG,1386.52002,1386.52002,1388.089966,1343.109985,1359.22998,1913300
3/5/2020,GOOG,1319.040039,1319.040039,1358.910034,1305.099976,1350.199951,2561300
3/6/2020,GOOG,1298.410034,1298.410034,1306.219971,1261.050049,1277.060059,2660600
3/9/2020,GOOG,1215.560059,1215.560059,1254.76001,1200,1205.300049,3365400
3/10/2020,GOOG,1280.390015,1280.390015,1281.150024,1218.77002,1260,2611400
3/11/2020,GOOG,1215.410034,1215.410034,1260.959961,1196.069946,1249.699951,2608500
3/12/2020,GOOG,1114.910034,1114.910034,1193.869995,1113.300049,1126,4226700
3/13/2020,GOOG,1219.72998,1219.72998,1219.76001,1117.142944,1179,3700100
3/16/2020,GOOG,1084.329956,1084.329956,1152.266968,1074.439941,1096,4252400
3/17/2020,GOOG,1119.800049,1119.800049,1130.859985,1056.01001,1093.109985,3861500
3/18/2020,GOOG,1096.800049,1096.800049,1106.5,1037.280029,1056.51001,4233400
3/19/2020,GOOG,1115.290039,1115.290039,1157.969971,1060.108032,1093.050049,3651100
3/20/2020,GOOG,1072.319946,1072.319946,1143.98999,1065.48999,1135.719971,3601800
3/23/2020,GOOG,1056.619995,1056.619995,1071.319946,1013.536011,1061.319946,4044100
3/24/2020,GOOG,1134.459961,1134.459961,1135,1090.619995,1103.77002,3344500
3/25/2020,GOOG,1102.48999,1102.48999,1148.900024,1086.01001,1126.469971,4081500
3/26/2020,GOOG,1161.75,1161.75,1169.969971,1093.530029,1111.800049,3571700
3/27/2020,GOOG,1110.709961,1110.709961,1150.670044,1105.910034,1125.670044,3208500
3/30/2020,GOOG,1146.819946,1146.819946,1151.630005,1096.47998,1125.040039,2574100
3/31/2020,GOOG,1162.810059,1162.810059,1175.310059,1138.140015,1147.300049,2486400
4/1/2020,GOOG,1105.619995,1105.619995,1129.689941,1097.449951,1122,2344200
4/2/2020,GOOG,1120.839966,1120.839966,1126.859985,1096.400024,1098.26001,1964900
4/3/2020,GOOG,1097.880005,1097.880005,1123.540039,1079.810059,1119.015015,2313400
4/6/2020,GOOG,1186.920044,1186.920044,1194.660034,1130.939941,1138,2664700
4/7/2020,GOOG,1186.51001,1186.51001,1225,1182.22998,1221,2387300
4/8/2020,GOOG,1210.280029,1210.280029,1219.069946,1188.160034,1206.5,1975100
4/9/2020,GOOG,1211.449951,1211.449951,1225.569946,1196.734985,1224.079956,2175400
4/13/2020,GOOG,1217.560059,1217.560059,1220.51001,1187.598022,1209.180054,1739800
4/14/2020,GOOG,1269.22998,1269.22998,1282.069946,1236.930054,1245.089966,2470400
4/15/2020,GOOG,1262.469971,1262.469971,1280.459961,1240.400024,1245.609985,1671700
4/16/2020,GOOG,1263.469971,1263.469971,1279,1242.619995,1274.099976,2518100
4/17/2020,GOOG,1283.25,1283.25,1294.430054,1271.22998,1284.849976,1949000
4/20/2020,GOOG,1266.609985,1266.609985,1281.599976,1261.369995,1271,1695500
4/21/2020,GOOG,1216.339966,1216.339966,1254.27002,1209.709961,1247,2153000
4/22/2020,GOOG,1263.209961,1263.209961,1285.613037,1242,1245.540039,2093100
4/23/2020,GOOG,1276.310059,1276.310059,1293.310059,1265.670044,1271.550049,1566200
4/24/2020,GOOG,1279.310059,1279.310059,1280.400024,1249.449951,1261.170044,1640400
4/27/2020,GOOG,1275.880005,1275.880005,1296.150024,1269,1296,1600600
4/28/2020,GOOG,1233.670044,1233.670044,1288.050049,1232.199951,1287.930054,2951300
4/29/2020,GOOG,1341.47998,1341.47998,1359.98999,1325.339966,1341.459961,3793600
4/30/2020,GOOG,1348.660034,1348.660034,1352.819946,1322.48999,1324.880005,2665400
5/1/2020,GOOG,1320.609985,1320.609985,1352.069946,1311,1328.5,2072500
5/4/2020,GOOG,1326.800049,1326.800049,1327.660034,1299,1308.22998,1504000
5/5/2020,GOOG,1351.109985,1351.109985,1373.939941,1337.459961,1337.920044,1651500
5/6/2020,GOOG,1347.300049,1347.300049,1371.119995,1347.290039,1361.689941,1215400
5/7/2020,GOOG,1372.560059,1372.560059,1377.599976,1355.27002,1365.939941,1397600
5/8/2020,GOOG,1388.369995,1388.369995,1398.76001,1375.47998,1383.130005,1388100
5/11/2020,GOOG,1403.26001,1403.26001,1416.530029,1377.151978,1378.280029,1410600
5/12/2020,GOOG,1375.73999,1375.73999,1415,1374.77002,1407.119995,1390600
5/13/2020,GOOG,1349.329956,1349.329956,1385.482056,1328.400024,1377.050049,1812600
5/14/2020,GOOG,1356.130005,1356.130005,1357.420044,1323.910034,1335.02002,1603100
5/15/2020,GOOG,1373.189941,1373.189941,1374.47998,1339,1350,1707700
5/18/2020,GOOG,1383.939941,1383.939941,1392.324951,1354.25,1361.75,1824000
5/19/2020,GOOG,1373.484985,1373.484985,1392,1373.484985,1386.996948,1280600
5/20/2020,GOOG,1406.719971,1406.719971,1410.420044,1387.25,1389.579956,1655400
5/21/2020,GOOG,1402.800049,1402.800049,1415.48999,1393.449951,1408,1385000
5/22/2020,GOOG,1410.420044,1410.420044,1412.76001,1391.829956,1396.709961,1309400
5/26/2020,GOOG,1417.02002,1417.02002,1441,1412.130005,1437.27002,2060600
5/27/2020,GOOG,1417.839966,1417.839966,1421.73999,1391.290039,1417.25,1685800
5/28/2020,GOOG,1416.72998,1416.72998,1440.839966,1396,1396.859985,1692200
5/29/2020,GOOG,1428.920044,1428.920044,1432.569946,1413.349976,1416.939941,1838100
6/1/2020,GOOG,1431.819946,1431.819946,1437.959961,1418,1418.390015,1217100
6/2/2020,GOOG,1439.219971,1439.219971,1439.609985,1418.829956,1430.550049,1278100
6/3/2020,GOOG,1436.380005,1436.380005,1446.552002,1429.776978,1438.300049,1256200
6/4/2020,GOOG,1412.180054,1412.180054,1438.959961,1404.72998,1430.400024,1484300
6/5/2020,GOOG,1438.390015,1438.390015,1445.050049,1406,1413.170044,1734900
6/8/2020,GOOG,1446.609985,1446.609985,1447.98999,1422.339966,1422.339966,1404200
6/9/2020,GOOG,1456.160034,1456.160034,1468,1443.209961,1445.359985,1409200
6/10/2020,GOOG,1465.849976,1465.849976,1474.259033,1456.27002,1459.540039,1525200
6/11/2020,GOOG,1403.839966,1403.839966,1454.474976,1402,1442.47998,1991300
6/12/2020,GOOG,1413.180054,1413.180054,1437,1386.02002,1428.48999,1944200
6/15/2020,GOOG,1419.849976,1419.849976,1424.800049,1387.920044,1390.800049,1503900
6/16/2020,GOOG,1442.719971,1442.719971,1455.02002,1425.900024,1445.219971,1709200
6/17/2020,GOOG,1451.119995,1451.119995,1460,1431.380005,1447.160034,1548300
6/18/2020,GOOG,1435.959961,1435.959961,1451.410034,1427.01001,1449.160034,1581900
6/19/2020,GOOG,1431.719971,1431.719971,1447.800049,1421.349976,1444,3157900
6/22/2020,GOOG,1451.859985,1451.859985,1452.75,1423.209961,1429,1542400
6/23/2020,GOOG,1464.410034,1464.410034,1475.94104,1445.23999,1455.640015,1429800
6/24/2020,GOOG,1431.969971,1431.969971,1475.420044,1429.75,1461.51001,1756000
6/25/2020,GOOG,1441.329956,1441.329956,1442.900024,1420,1429.900024,1230500
6/26/2020,GOOG,1359.900024,1359.900024,1433.449951,1351.98999,1431.390015,4267700
6/29/2020,GOOG,1394.969971,1394.969971,1395.599976,1347.01001,1358.180054,1810200
6/30/2020,GOOG,1413.609985,1413.609985,1418.650024,1383.959961,1390.439941,2042400
7/1/2020,GOOG,1438.040039,1438.040039,1443,1409.819946,1411.099976,1775200
7/2/2020,GOOG,1464.699951,1464.699951,1482.949951,1446.420044,1446.939941,1859100
7/6/2020,GOOG,1495.699951,1495.699951,1506.589966,1472.859985,1480.060059,1564000
7/7/2020,GOOG,1485.180054,1485.180054,1516.800049,1483.550049,1490,1458200
7/8/2020,GOOG,1496,1496,1505.880005,1485.630005,1494.319946,1249700
7/9/2020,GOOG,1510.98999,1510.98999,1522.719971,1488.084961,1506.449951,1423300
7/10/2020,GOOG,1541.73999,1541.73999,1543.829956,1496.540039,1506.150024,1856300
7/13/2020,GOOG,1511.339966,1511.339966,1577.131958,1505.243042,1550,1846400
7/14/2020,GOOG,1520.579956,1520.579956,1522.949951,1483.5,1490.310059,1585000
7/15/2020,GOOG,1513.640015,1513.640015,1535.329956,1498,1523.130005,1610700
7/16/2020,GOOG,1518,1518,1518.689941,1486.310059,1500,1519300
7/17/2020,GOOG,1515.550049,1515.550049,1523.439941,1498.420044,1521.619995,1456700
7/20/2020,GOOG,1565.719971,1565.719971,1570.290039,1503.599976,1515.26001,1557300
7/21/2020,GOOG,1558.420044,1558.420044,1586.98999,1554.280029,1586.98999,1218600
7/22/2020,GOOG,1568.48999,1568.48999,1570,1546.099976,1560.5,932000
7/23/2020,GOOG,1515.680054,1515.680054,1571.869995,1507.391968,1566.969971,1627600
7/24/2020,GOOG,1511.869995,1511.869995,1517.635986,1488.400024,1498.930054,1544000
7/27/2020,GOOG,1530.199951,1530.199951,1540.969971,1515.209961,1515.599976,1246000
7/28/2020,GOOG,1500.339966,1500.339966,1526.47998,1497.660034,1525.180054,1702200
7/29/2020,GOOG,1522.02002,1522.02002,1531.251953,1501.329956,1506.319946,1106500
7/30/2020,GOOG,1531.449951,1531.449951,1537.869995,1492.219971,1497,1671400
7/31/2020,GOOG,1482.959961,1482.959961,1508.949951,1454.030029,1505.01001,3439900
1/2/2020,AMZN,1898.01001,1898.01001,1898.01001,1864.150024,1875,4029000
1/3/2020,AMZN,1874.969971,1874.969971,1886.199951,1864.5,1864.5,3764400
1/6/2020,AMZN,1902.880005,1902.880005,1903.689941,1860,1860,4061800
1/7/2020,AMZN,1906.859985,1906.859985,1913.890015,1892.040039,1904.5,4044900
1/8/2020,AMZN,1891.969971,1891.969971,1911,1886.439941,1898.040039,3508000
1/9/2020,AMZN,1901.050049,1901.050049,1917.819946,1895.800049,1909.890015,3167300
1/10/2020,AMZN,1883.160034,1883.160034,1906.939941,1880,1905.369995,2853700
1/13/2020,AMZN,1891.300049,1891.300049,1898,1880.800049,1891.310059,2780800
1/14/2020,AMZN,1869.439941,1869.439941,1887.109985,1858.550049,1885.880005,3440900
1/15/2020,AMZN,1862.02002,1862.02002,1878.859985,1855.089966,1872.25,2896600
1/16/2020,AMZN,1877.939941,1877.939941,1885.589966,1866.02002,1882.98999,2659500
1/17/2020,AMZN,1864.719971,1864.719971,1886.640015,1857.25,1885.890015,3997300
1/21/2020,AMZN,1892,1892,1894.27002,1860,1865,3707800
1/22/2020,AMZN,1887.459961,1887.459961,1902.5,1883.339966,1896.089966,3216300
1/23/2020,AMZN,1884.579956,1884.579956,1889.97998,1872.76001,1885.109985,2484600
1/24/2020,AMZN,1861.640015,1861.640015,1894.98999,1847.439941,1891.369995,3766200
1/27/2020,AMZN,1828.339966,1828.339966,1841,1815.339966,1820,3528500
1/28/2020,AMZN,1853.25,1853.25,1858.109985,1830.02002,1840.5,2808000
1/29/2020,AMZN,1858,1858,1874.75,1855.02002,1864,2088000
